G1	<grk>Ἀλφα</grk> alpha
G6207	<grk>ἀκρόδρυα</grk> a fruit tree
G6208	<grk>ἄκρος</grk> a toe/thumb/tip
G6209	<grk>ἀκρότομος</grk> chiseled
G6210	<grk>ἀκρωτήριον</grk> an extremity
G6211	<grk>ἄκυρος</grk> void
G6212	<grk>ἀλαζονεύομαι</grk> to act ostentatiously
G6213	<grk>ἀλάλαγμα</grk> a price
G6214	<grk>ἀλαλαγμός</grk> a shout
G6215	<grk>ἀλάομαι</grk> be a runaway
G6216	<grk>ἀλγέω</grk> to ache
G6217	<grk>ἀλγηδών</grk> suffering
G6218	<grk>ἄλγημα</grk> pain
G6219	<grk>ἀλγηρός</grk> painful
G6220	<grk>ἄλγος</grk> pain
G6221	<grk>ἄλειμμα</grk> an anointing
G6222	<grk>ἀλέω</grk> to grind flour
G6223	<grk>ἁλιαίετος</grk> an osprey
G6224	<grk>ἅλιμος</grk> a salty land
G6225	<grk>ἀλισγέω</grk> to pollute
G6226	<grk>ἁλίσκομαι</grk> to capture
G6227	<grk>ἀλλ᾽ ἢ</grk> but only
G6228	<grk>ἄλλαγμα</grk> a price
G6229	<grk>ἀλλόγλωσσος</grk> foreign tongue
G6230	<grk>ἀλλοιόω</grk> to change
G6231	<grk>ἀλλοίωσις</grk> change
G6232	<grk>ἀλλοτριόω</grk> to alienate
G6233	<grk>ἀλλοτρίως</grk> strangely
G6234	<grk>ἀλλοτρίωσις</grk> alienation
G6235	<grk>ἀλλόφωνος</grk> foreign language
G6236	<grk>ἅλμα</grk> a leap
G6237	<grk>ἅλμη</grk> brine
G6238	<grk>ἁλμυρίς</grk> salt-flats
G6239	<grk>ἁλμυρός</grk> brackish
G6240	<grk>ἀλοητός</grk> threshing
G6241	<grk>ἀλοιφή</grk> ointment
G6242	<grk>ἄλσος</grk> a sacred grove
G6243	<grk>ἀλσώδης</grk> a woods
G6244	<grk>ἁλυσιδωτός</grk> a chain-work
G6245	<grk>ἄλφιτον</grk> toasted grain
G6246	<grk>ἀλφός</grk> psoriasis
G6247	<grk>ἀλώθ</grk> aloe
G6248	<grk>ἄμαξα</grk> a wagon
G6249	<grk>αμασενίθ</grk> octaves
G6250	<grk>ἀμάσητος</grk> unchewable
G6251	<grk>αματταρί</grk> a mark
G6252	<grk>ἀμαυρός</grk> faint
G6253	<grk>ἀμαυρόω</grk> to darken
G6254	<grk>ἀμβλύνω</grk> to blunt
G6255	<grk>ἀμέλγω</grk> to extract
G6256	<grk>ἄμελξις</grk> a milking
G6257	<grk>ἀμελῶς</grk> indifferently
G6258	<grk>ἀμέτρητος</grk> unmeasured
G6259	<grk>ἄμητος</grk> a harvest
G6260	<grk>ἀμισθί</grk> without pay
G6261	<grk>ἀμνάς</grk> a ewe-lamb
G6262	<grk>ἀμνήστευτος</grk> not betrothed
G6263	<grk>ἀμορίτης</grk> honey-bread
G6264	<grk>ἀμπλάκημα</grk> an error
G6265	<grk>ἀμύγδαλον</grk> an almond
G6266	<grk>ἀμύθητος</grk> untold
G6267	<grk>ἀμφίασις</grk> clothing
G6268	<grk>ἀμφιβολεύς</grk> a fisherman
G6269	<grk>αμφίταπος</grk> a spread
G6270	<grk>ἀμφοτεροδέξιος</grk> ambidextrous
G6271	<grk>ἀνάμεσος</grk> in between
G6272	<grk>ἀναβαθμίς</grk> stairs
G6273	<grk>ἀνάβασις</grk> ascending
G6274	<grk>ἀναβαστάζω</grk> to carry
G6275	<grk>ἀναβάτης</grk> a rider
G6276	<grk>ἀναβλαστάνω</grk> to sprout up
G6277	<grk>ἀναβράσσω</grk> to stir up
G6278	<grk>ἀναδενδράς</grk> tendril
G6279	<grk>ἀναζεύγνυμι</grk> to break camp
G6280	<grk>ἀναζέω</grk> to break out
G6281	<grk>ἀναζυγή</grk> marching
G6282	<grk>ἀναιδής</grk> impudent
G6283	<grk>ἀναιδῶς</grk> impudently
G6284	<grk>ἀνακαίω</grk> to kindle
G6285	<grk>ἀνακαλέω</grk> to call by name
G6286	<grk>ἀνάκλισις</grk> laying down
G6287	<grk>ἀνάκλιτος</grk> a couch
G6288	<grk>ἀνακρούω</grk> to play music
G6289	<grk>ἀναλάμπω</grk> to blaze up
G6290	<grk>ἀνάλγητος</grk> unfeeling
G6291	<grk>ἀναλέγω</grk> to gather up
G6292	<grk>ἀνάλημμα</grk> an elevation
G6293	<grk>ἀνάλωσις</grk> consumption
G6294	<grk>ἀναμίγνυμι</grk> to intermingle
G6295	<grk>ἀνάνευσις</grk> a sign of reluctance
G6296	<grk>ἀνανεύω</grk> to disagree
G6297	<grk>ἀναντλέω</grk> be fatigued
G6298	<grk>ἀναξηραίνω</grk> to dry up
G6299	<grk>ἀνάπαυμα</grk> rest
G6300	<grk>ἀναπετάω</grk> be effronted
G6301	<grk>ἀναπλήρωσις</grk> satisfying
G6302	<grk>ἀναπνέω</grk> to breathe
G6303	<grk>ἀναπνοή</grk> breathing
G6304	<grk>ἐναποθνῄσκω</grk> to die in
G6305	<grk>ἀναποιέω</grk> to prepare
G6306	<grk>ἀναπόστρεπτος</grk> not be turned away
G6307	<grk>ἀναπτερόω</grk> to incite
G6308	<grk>ἀναρπάζω</grk> to kidnap
G6309	<grk>ἀναρρήγνυμι</grk> to tear asunder
G6310	<grk>ἀνασκάπτω</grk> to dig up
G6311	<grk>ἀναστέλλω</grk> to rise upwards
G6312	<grk>ἀνάστημα</grk> a height
G6313	<grk>ἀνασχίζω</grk> to rip open
G6314	<grk>ἀνασῴζω</grk> to escape
G6315	<grk>ἀνατιναγμός</grk> violent shaking
G6316	<grk>ἀνατροπή</grk> a diet
G6317	<grk>ἀναφάλαντος</grk> forehead bald
G6318	<grk>ἀναφαλάντωμα</grk> forehead bald
G6319	<grk>ἀναφορά</grk> an offering
G6320	<grk>ἀναφορεύς</grk> a bearing pole
G6321	<grk>ἀναφράσσω</grk> to block up
G6322	<grk>ἀναφυράω</grk> to mix up
G6323	<grk>ἀναφύω</grk> to grow up
G6324	<grk>ἀναψυχή</grk> respite
G6325	<grk>ἀνδραγαθία</grk> valor
G6326	<grk>ἀνδρεία</grk> courage
G6327	<grk>ἀνδρεῖος</grk> vigorous
G6328	<grk>ἀνδρόγυνος</grk> effeminate
G6329	<grk>ἀνδρόω</grk> become a man
G6330	<grk>ἀνειλέω</grk> to unroll
G6331	<grk>ἀνελεημόνως</grk> mercilessly
G6332	<grk>ἀνέλπιστος</grk> unhoped for
G6333	<grk>ἀνεμοφθορία</grk> wind-blown
G6334	<grk>ἀνεμόφθορος</grk> destroyed by wind
G6335	<grk>ἀνεξέλεγκτος</grk> unascertained
G6336	<grk>ἀνήκοος</grk> unhearing
G6337	<grk>ἀνήλατος</grk> not malleable
G6338	<grk>ἀνθ᾽ οὗ</grk> because of
G6339	<grk>ἀνθ᾽ ὧν</grk> because of
G6340	<grk>ἀνθέμιον</grk> a flower ornament
G6341	<grk>ἀνθέω</grk> to bloom
G6342	<grk>ἄνθινος</grk> a flowered work
G6343	<grk>ἀνθομολόγησις</grk> confession
G6344	<grk>ἀνθυφαιρέω</grk> to deduct
G6345	<grk>ἀνίατος</grk> incurable
G6346	<grk>ἀνίπταμαι</grk> to fly about
G6347	<grk>ἄνισχυς</grk> without strength
G6348	<grk>ἄνοιγμα</grk> a passage
G6349	<grk>ἀνομέω</grk> to act lawlessly
G6350	<grk>ἀνόμημα</grk> a violation of law
G6351	<grk>ἀνορύσσω</grk> to root up
G6352	<grk>ἄνους</grk> mindless
G6353	<grk>ἀνταίρω</grk> to rise against
G6354	<grk>ἀντακούω</grk> to listen in turn
G6355	<grk>ἀνταλλάσσω</grk> to bargain
G6356	<grk>ἀντάμειψις</grk> remuneration
G6357	<grk>ἀνταναιρέω</grk> to take away in return
G6358	<grk>ἀνταποθνήσκω</grk> to die for
G6359	<grk>ἀνταπόκρισις</grk> an answer
G6360	<grk>ἀντίγραφος</grk> a copy
G6361	<grk>ἀντιδίδωμι</grk> to repay
G6362	<grk>ἀντιδικέω</grk> to plead
G6363	<grk>ἀντίζηλος</grk> a rival
G6364	<grk>ἀντίθετος</grk> contrary
G6365	<grk>ἀντικαθίζομαι</grk> to relocate
G6366	<grk>ἀντικρίνω</grk> to adjudicate
G6367	<grk>ἀντιλήπτωρ</grk> a shielder
G6368	<grk>ἀντίον</grk> a beam of a loom
G6369	<grk>ἀντιποιέω</grk> to act against
G6370	<grk>ἀντιπολεμέω</grk> to battle
G6371	<grk>ἀντιπρόσωπος</grk> facing
G6372	<grk>ἀντίρρησις</grk> a contradiction
G6373	<grk>ἀντιστήριγμα</grk> a support
G6374	<grk>ἀντιστηρίζω</grk> to support
G6375	<grk>ἀντιτίθημι</grk> to substitute
G6376	<grk>ἄντρον</grk> an inner room
G6377	<grk>ἀνυπόδετος</grk> barefoot
G6378	<grk>ἀνυπομόνητος</grk> unsufferable
G6379	<grk>ἀνυπόστατος</grk> unsubdued
G6380	<grk>ἀνυψόω</grk> to elevate
G6381	<grk>ἀξιόπιστος</grk> worthy of trust
G6382	<grk>ἀξίωμα</grk> a petition
G6383	<grk>ἄξων</grk> an axle
G6384	<grk>ἀοίκητος</grk> uninhabited
G6385	<grk>ἀορασία</grk> inability to see
G6386	<grk>ἀπαγγελία</grk> a report
G6387	<grk>ἀπαγωγή</grk> enslavement
G6388	<grk>ἀπαιδευσία</grk> stupidity
G6389	<grk>ἀπαίτησις</grk> exaction
G6390	<grk>ἀπαλείφω</grk> to wipe away
G6391	<grk>ἀπαλλοτρίωσις</grk> alienation
G6392	<grk>ἁπαλότης</grk> tenderness
G6393	<grk>ἁπαλύνω</grk> to make tender
G6394	<grk>ἀπαμαυρόω</grk> to blur
G6395	<grk>ἀπαναίνομαι</grk> to refuse
G6396	<grk>ἀπαναισχυντέω</grk> to cast shame
G6397	<grk>ἀπαναλίσκω</grk> to consume
G6398	<grk>ἀπαντή</grk> meet
G6399	<grk>ἀπάντημα</grk> a meeting
G6400	<grk>ἀπάνωθεν</grk> from on top
G6401	<grk>ἀπαράλλακτος</grk> unalterable
G6402	<grk>ἄπαρσις</grk> a departure
G6403	<grk>ἀπαρτία</grk> chattel
G6404	<grk>ἀπάρχομαι</grk> to dedicate
G6405	<grk>ἀπέκτασις</grk> spreading out
G6406	<grk>ἀπελέκητος</grk> unhewn
G6407	<grk>ἀπελευθερόω</grk> to set free
G6408	<grk>ἀπενεόομαι</grk> to silence
G6409	<grk>ἀπερείδω</grk> to fasten
G6410	<grk>ἀπερικάθαρτος</grk> impure
G6411	<grk>ἀπηλιώτης</grk> east wind
G6412	<grk>ἄπιος</grk> pear tree
G6413	<grk>ἄπλαστος</grk> simple
G6414	<grk>ἄπληστος</grk> insatiable
G6415	<grk>ἁπλοσύνη</grk> singleness
G6416	<grk>ἁπλόω</grk> to simplify
G6417	<grk>ἀποβιάζομαι</grk> to repel
G6418	<grk>ἀπογαλακτίζω</grk> to wean
G6419	<grk>ἀπόγονος</grk> a descendant
G6420	<grk>ἀποδεσμεύω</grk> to bind up
G6421	<grk>ἀπόδεσμος</grk> a bundle
G6422	<grk>ἀποδέω</grk> to tie up
G6423	<grk>ἀποδιαιρέω</grk> to divide up
G6424	<grk>ἀποδιδράσκω</grk> to run away
G6425	<grk>ἀποδιώκω</grk> to banish
G6426	<grk>ἀπόδομα</grk> a gift
G6427	<grk>ἀπόδοσις</grk> restitution
G6428	<grk>ἀποθερίζω</grk> to mow
G6429	<grk>ἀποικεσία</grk> resettlement
G6430	<grk>ἀποικία</grk> resettlement
G6432	<grk>ἀποικισμός</grk> a settlement
G6433	<grk>ἀποίχομαι</grk> to move
G6434	<grk>ἀποκαθαίρω</grk> to clear away
G6435	<grk>ἀποκαθαρίζω</grk> to cleanse
G6436	<grk>ἀποκάθημαι</grk> to sit apart
G6437	<grk>ἀποκακέω</grk> to suffer
G6438	<grk>ἀποκαλέω</grk> to invoke
G6439	<grk>ἀποκεντέω</grk> to pierce
G6440	<grk>ἀποκέντησις</grk> a piercing
G6441	<grk>ἀποκιδαρόω</grk> be without a turban
G6442	<grk>ἀποικίζω</grk> to exile
G6443	<grk>ἀποκλαίω</grk> to weep
G6444	<grk>ἀπόκλεισμα</grk> a prison
G6445	<grk>ἀποκλίνω</grk> to turn off
G6446	<grk>ἀποκλύζω</grk> to rinse off
G6447	<grk>ἀποκνίζω</grk> to pluck off
G6448	<grk>ἀποκομίζω</grk> to transmit
G6449	<grk>ἀποκρυβή</grk> concealment
G6450	<grk>ἀποκρυφή</grk> concealment
G6451	<grk>ἀποκωλύω</grk> to detain
G6452	<grk>ἀποκωφόομαι</grk> be mute
G6453	<grk>ἀπολακτίζω</grk> to kick up
G6454	<grk>ἀπολαύω</grk> to enjoy
G6455	<grk>ἀπολέγω</grk> to resign
G6456	<grk>ἀπολιθόω</grk> to petrify
G6457	<grk>ἀπολόγημα</grk> a plea
G6458	<grk>ἀπόλοιπος</grk> left over
G6459	<grk>ἀπολυτρόω</grk> release on payment of ransom, to
G6460	<grk>ἀπομέμφομαι</grk> to blame
G6461	<grk>ἀποξενόω</grk> to be estranged
G6462	<grk>ἀποξηραίνω</grk> to cause to dry up
G6463	<grk>ἀποξύω</grk> to scrape off
G6464	<grk>ἀποπειράομαι</grk> to put to the test
G6465	<grk>ἀποπεμπτόω</grk> to take a fifth part
G6466	<grk>ἀποπηδάω</grk> to leap back
G6467	<grk>αποπιάζω</grk> to squeeze out
G6468	<grk>ἀποπλάνησις</grk> digression
G6469	<grk>ἀποποιέω</grk> to undo
G6470	<grk>ἀποπομπαῖος</grk> a scapegoat
G6471	<grk>ἀποπομπή</grk> acting as scapegoat
G6472	<grk>ἀπορρέω</grk> to drop down
G6473	<grk>απορρήσω</grk> to rip off
G6474	<grk>ἀποσάττω</grk> to unharness
G6475	<grk>ἀποσβέννυμι</grk> to consume
G6476	<grk>ἀποσείω</grk> to shake off
G6477	<grk>ἀποσιωπάω</grk> to keep silent
G6478	<grk>ἀποσκευή</grk> accoutrements
G6479	<grk>ἀποσκηνόω</grk> to move a tent
G6480	<grk>ἀποσκληρύνω</grk> to harden against
G6481	<grk>ἀποσκοπεύω</grk> to watch over
G6482	<grk>ἀποσκορακίζω</grk> to curse one to be far away
G6483	<grk>ἀποσκορακισμός</grk> dismissal
G6484	<grk>ἀποσοβέω</grk> to frighten away
G6485	<grk>ἀπόσπασμα</grk> a broken branch
G6486	<grk>ἀποστάζω</grk> to drop from
G6487	<grk>ἀποσταλάζω</grk> to trickle down
G6488	<grk>ἀπόστασις</grk> defection
G6489	<grk>ἀποστατέω</grk> to defect
G6490	<grk>ἀποστάτης</grk> a defector
G6491	<grk>ἀποστάτις</grk> a defecting
G6492	<grk>ἀποστέργω</grk> to disregard
G6493	<grk>ἀποστροφή</grk> rejection
G6494	<grk>ἀποσυνάγω</grk> to cure
G6495	<grk>ἀποσυρίζω</grk> to whistle
G6496	<grk>ἀποσφραγίζω</grk> to seal up
G6497	<grk>ἀποσφράγισμα</grk> a seal
G6498	<grk>ἀποσχίζω</grk> to sever
G6499	<grk>ἀποτείνω</grk> to extend
G6500	<grk>ἀποτέμνω</grk> to shred
G6501	<grk>ἀποτηγανίζω</grk> to fry
G6502	<grk>αποτιννύω</grk> to pay for
G6503	<grk>ἀποτρέχω</grk> to run from
G6504	<grk>ἀποτροπιάζω</grk> to pacify
G6505	<grk>ἀποτρυγάω</grk> to harvest
G6506	<grk>ἀποτυγχάνω</grk> to miss
G6507	<grk>ἀποτύφλωσις</grk> blindness
G6508	<grk>ἀποφαίνω</grk> to sentence
G6509	<grk>ἀπόφθεγμα</grk> a maxim
G6510	<grk>ἀποφορά</grk> impost
G6511	<grk>ἀποφράσσω</grk> to shut out
G6512	<grk>ἀποφυσάω</grk> to blow away
G6513	<grk>ἀποχέω</grk> to pour out
G6514	<grk>ἀποχώρησις</grk> voidance
G6515	<grk>ἄπυρος</grk> unfired
G6516	<grk>απφουσώθ</grk> for the sick
G6517	<grk>σαφφώθ</grk> silver things
G6518	<grk>ἀπῶρυξ</grk> a layer of vine
G6519	<grk>ἄπωσις</grk> repulsion
G6521	<grk>Ἀραβώθ</grk> wilderness
G6522	<grk>ἀράομαι</grk> to curse
G6523	<grk>ἀράχνη</grk> of a spider
G6524	<grk>ἀργία</grk> idleness
G6525	<grk>ἀργυροκοπέω</grk> to work silver
G6526	<grk>ἀργυρώνητος</grk> bought with silver
G6527	<grk>ἄρδην</grk> entirely
G6528	<grk>ἄρθρον</grk> articulation
G6529	<grk>αριήλ</grk> altar hearth
G6530	<grk>αριήλ</grk> a lion-like person
G6531	<grk>ἀριθμητός</grk> counted
G6532	<grk>ἀριώθ</grk> herbs
G6533	<grk>ἀρκεύθινος</grk> of juniper
G6534	<grk>ἄρκευθος</grk> juniper
G6535	<grk>ἁρμονία</grk> a joint
G6536	<grk>ἀροτήρ</grk> a plowman
G6537	<grk>ἀροτρίασις</grk> plowing
G6538	<grk>ἀροτρόπους</grk> a plowshare
G6539	<grk>ἄρουρα</grk> plowed fields
G6540	<grk>ἅρπαγμα</grk> a prey
G6541	<grk>ἄρριζος</grk> rootless
G6542	<grk>ἀρρωστέω</grk> be ill
G6543	<grk>ἀρρωστία</grk> illness
G6544	<grk>ἀρσενικός</grk> a male
G6545	<grk>ἄρσις</grk> a load
G6546	<grk>ἀρτάβη</grk> a measure
G6547	<grk>ἀρτήρ</grk> a shoulder
G6548	<grk>ἀρτίως</grk> just now
G6549	<grk>ἀρτοκοπικός</grk> of a baker
G6550	<grk>ἀρχιδεσμοφύλαξ</grk> chief jailer
G6551	<grk>ἀρχιδεσμώτης</grk> chief jailer
G6552	<grk>ἀρχιεταῖρος</grk> chief friend
G6553	<grk>ἀρχιευνοῦχος</grk> chief eunuch
G6554	<grk>ἀρχιμάγειρος</grk> chief guard
G6555	<grk>ἀρχιοινοχοΐα</grk> office of chief wine taster
G6556	<grk>ἀρχιοινοχόος</grk> chief wine taster
G6557	<grk>ἀρχιπατριώτης</grk> chief patriarch
G6558	<grk>ἀρχισιτοποιός</grk> chief baker
G6559	<grk>ἀρχιστράτηγος</grk> commander-in-chief
G6560	<grk>ἀρχισωματοφύλαξ</grk> chief guard
G6561	<grk>ἀρχιτεκτονέω</grk> be chief of construction
G6562	<grk>ἀρχιτεκτονία</grk> construction
G6563	<grk>ἀρχίφυλος</grk> chief of a tribe
G6564	<grk>ἀρχός</grk> chief
G6565	<grk>ασαφίμ</grk> collection
G6566	<grk>ἀσβόλη</grk> lamp black
G6567	<grk>ἀσέβημα</grk> an act of impiety
G6568	<grk>ἄσηπτος</grk> incorruptible
G6569	<grk>ἀσίδα</grk> a stork
G6570	<grk>ἀσιτέω</grk> without food
G6571	<grk>ᾆσμα</grk> a song
G6572	<grk>ἀσπάλαξ</grk> a mole
G6573	<grk>ἀσπιδίσκη</grk> a bezel
G6574	<grk>ἄστεγος</grk> homeless
G6575	<grk>ἀστράγαλος</grk> a vertebrae
G6576	<grk>ἀστρολόγος</grk> astrologer
G6577	<grk>ἄσυλος</grk> against reprisal
G6578	<grk>ἀσύμφορος</grk> hurtful
G6579	<grk>ἀσυνετέω</grk> to lack sense
G6580	<grk>ἀσυνθεσία</grk> breach-of-contract
G6581	<grk>ἀσυνθετέω</grk> to break a contract
G6582	<grk>ἀσφαλτόπισσα</grk> tar
G6583	<grk>ἄσφαλτος</grk> tar
