OGNTsort	NET2
091153	
091154	and dissension
091155	not
091156	influenced by the flesh
091157	are you
091158	
091159	like
091160	unregenerate people?
091161	and behaving
091162	whenever
091163	For
091164	says,
091165	someone
091166	
091167	
091168	“I am
091169	with Paul,”
091170	
091171	or
091172	
091173	with Apollos,”
091174	are you not
091175	merely human?
091176	“I am
091177	What
091178	
091179	is
091180	Apollos,
091181	what
091182	really? Or
091183	is
091184	Paul?
091185	Servants
091186	through
091187	whom
091188	you came to believe,
091189	
091190	and each
091191	
091192	
091193	of us in the ministry the Lord
091194	gave us.
091195	
091196	I planted,
091197	Apollos
091198	watered,
091199	but
091200	
091201	God
091202	caused it to grow.
091203	So
091204	neither
091205	
091206	the one who plants
091207	counts
091208	for anything,
091209	nor
091210	
091211	the one who waters,
091212	but
091213	
091214	who causes the growth.
091215	God
091216	
091217	The one who plants
091218	
091219	
091220	
091221	and the one who waters
091222	one,
091223	work as
091224	each
091225	but
091226	
091227	his
091228	reward
091229	will receive
091230	according
091231	
091232	to his
091233	work.
091234	belonging to God.
091235	
091236	We are
091237	coworkers
091238	God’s
091239	field,
091240	God’s
091241	building.
091242	You are
091243	According to
091244	
091245	the grace
091246	
091247	of God
091248	
091249	given to me,
091250	
091251	like
091252	a skilled
091253	master-builder
091254	a foundation,
091255	I laid
091256	someone else
091257	but
091258	builds
091259	each one
091260	on it. And
091261	must be careful
091262	how
091263	he builds.
091264	any foundation
091265	For
091266	other
091267	no one
091268	can
091269	lay
091270	than
091271	
091272	what is being laid,
091273	which
091274	is
091275	Jesus
091276	Christ.
091277	If
091278	
091279	anyone
091280	builds
091281	on
091282	
091283	the foundation
091284	with gold,
091285	silver,
091286	stones,
091287	precious
091288	wood,
091289	hay,
091290	or straw,
091291	each
091292	
091293	builder’s work
091294	plainly seen,
091295	will be
091296	
091297	for
091298	the Day
091299	will make it clear,
091300	
091301	by
091302	fire.
091303	because it will be revealed
091304	
091305	each
091306	
091307	of work
091308	what kind
091309	has done.
091310	
091311	And the fire
091312	
091313	will test
091314	If
091315	someone
091316	
091317	
091318	survives,
091319	what
091320	has built
091321	a reward.
091322	he will receive
091323	If
091324	someone’s
091325	
091326	work
091327	is burned up,
091328	he will suffer loss. He himself
091329	
091330	
091331	will be saved,
091332	only
091333	but
091334	as
091335	through
091336	fire.
091337	Do you not
091338	know
091339	
091340	temple
091341	God’s
091342	that you are
091343	
091344	
091345	Spirit
091346	
091347	and that God’s
091348	lives
091349	in you?
091350	
091351	If
091352	someone
091353	
091354	temple,
091355	
091356	God’s
091357	destroys
091358	will destroy
091359	
091360	
091361	God
091362	
091363	him. For
091364	temple
091365	
091366	God’s
091367	holy,
091368	is
091369	which
091370	is
091371	what you are.
091372	
091373	Guard against self-
091374	deception,
091375	each of you. If
091376	someone
091377	you thinks
091378	wise
091379	he is
091380	among
091381	
091382	in
091383	
091384	this age,
091385	
091386	foolish
091387	let him become
091388	so that
091389	he can become
091390	wise.
091391	
091392	For
091393	the wisdom
091394	
091395	of this age
091396	
091397	foolishness
091398	with
091399	
091400	God.
091401	is
091402	As it is written,
091403	
091404	
091405	“He catches
091406	
091407	the wise
091408	in
091409	
091410	their craftiness.”
091411	
091412	
091413	And again,
091414	“The Lord
091415	knows
091416	
091417	that the thoughts
091418	
091419	of the wise
091420	
091421	are
091422	futile.”
091423	So then,
091424	no more
091425	boasting
091426	about
091427	mere mortals!
091428	everything
091429	For
091430	
091431	belongs to you,
091432	whether
091433	Paul
091434	or
091435	Apollos
091436	or
091437	Cephas
091438	or
091439	the world
091440	or
091441	life
091442	or
091443	death
091444	or
091445	the present
091446	or
091447	the future.
091448	Everything belongs to you,
091449	
091450	
091451	and you
091452	belong to Christ,
091453	Christ
091454	and
091455	belongs to God.
091456	this way –
091457	
091458	One should think about us
091459	
091460	as
091461	servants
091462	of Christ
091463	
091464	and stewards
091465	of the mysteries
091466	of God.
091467	
091468	Now
091469	what is sought
091470	in
091471	
091472	stewards
091473	is that
091474	faithful.
091475	one
091476	be found
091477	
091478	So for me,
091479	
091480	a minor matter
091481	it is
091482	that
091483	by you
091484	
091485	I am judged
091486	or
091487	by
091488	any human
091489	court.
091490	In fact,
091491	I do not even
091492	myself.
091493	judge
091494	I am not
091495	For
091496	against myself,
091497	aware of anything
091498	but
091499	I am not
091500	because of
091501	this.
091502	acquitted
091503	The one who
091504	
091505	judges me
091506	
091507	the Lord.
091508	is
091509	So then,
091510	do not
091511	before
091512	the time.
091513	anything
091514	judge
091515	Wait until
091516	
091517	comes.
091518	
091519	the Lord
091520	
091521	
091522	He will bring to light
091523	
091524	the hidden things
091525	
091526	of darkness
091527	
091528	and reveal
091529	
091530	the motives
091531	
091532	of hearts.
091533	
091534	Then
091535	
091536	recognition
091537	will receive
091538	each
091539	from
091540	
091541	God.
091542	
091543	
091544	brothers and sisters,
091545	I have applied
091546	these things to
091547	myself
091548	
091549	and Apollos
091550	because of you,
091551	
091552	so that
091553	through us
091554	
091555	you may learn
091556	
091557	“not
091558	to go beyond
091559	what
091560	is written,”
091561	
091562	so that
091563	none
091564	in favor of
091565	
091566	the one
091567	of you will be puffed up
091568	against
091569	
091570	the other.
091571	who
091572	For
091573	you any superiority?
091574	concedes
091575	What
091576	
091577	do you have
091578	that
091579	you did not
091580	receive?
091581	if
091582	And
091583	
091584	you received
091585	it, why
091586	do you boast
091587	as though
091588	you did not?
091589	
091590	Already
091591	satisfied!
091592	you are
091593	Already
091594	you are rich!
091595	without us!
091596	
091597	You have become kings
091598	
091599	I wish
091600	
091601	you had become kings
091602	so that
091603	
091604	
091605	
091606	we could reign with you!
091607	I think,
091608	For,
091609	
091610	God
091611	
091612	
091613	apostles
091614	last
091615	has exhibited us
091616	of all, as
091617	men condemned to die,
091618	
091619	a spectacle
091620	because we have become
091621	
091622	to the world,
091623	
091624	both to angels
091625	
091626	and to people.
091627	
091628	We are fools
091629	for
091630	Christ,
091631	
091632	but you
091633	are wise
091634	in
091635	Christ!
091636	
091637	We are weak,
091638	
091639	but you
091640	are strong!
091641	
091642	You are distinguished,
091643	
091644	
091645	we are dishonored!
091646	To
091647	
091648	the present
091649	hour
091650	
091651	we are hungry
091652	
091653	and thirsty,
091654	
091655	poorly clothed,
091656	
091657	brutally treated,
091658	
091659	and without a roof over our heads.
091660	
091661	We do hard work,
091662	toiling
091663	
091664	with our own
091665	hands.
091666	When we are verbally abused,
091667	we respond with a blessing,
091668	when persecuted,
091669	we endure,
091670	when people lie about us,
091671	we answer in a friendly manner.
091672	
091673	dirt
091674	
091675	the world’s
091676	We are
091677	
091678	and scum,
091679	even
091680	now.
091681	I am not
091682	these things to shame you,
091683	
091684	writing
091685	
091686	but
091687	as
091688	children.
091689	
091690	my dear
091691	to correct you
091692	though
091693	For
091694	ten thousand
091695	guardians
091696	you may have
091697	in
091698	Christ,
091699	
091700	you do not
091701	have many
091702	fathers,
091703	in
091704	because
091705	Christ
091706	Jesus
091707	through
091708	
091709	the gospel.
091710	
091711	your father
091712	I became
091713	I encourage you,
091714	then,
091715	
091716	imitators of me.
091717	
091718	be
091719	For
091720	
091721	this reason, I have sent
091722	
091723	Timothy to you,
091724	who
091725	is
091726	
091727	son
091728	my dear
091729	
091730	and faithful
091731	in
091732	the Lord.
091733	He
091734	
091735	will remind you
091736	
091737	of my ways
091738	
091739	
091740	in
091741	Christ,
091742	
091743	as
091744	them everywhere
091745	in
091746	every
091747	church.
091748	I teach
091749	as
091750	if I were not
091751	coming
091752	
091753	
091754	to you.
091755	
091756	have become arrogant,
091757	Some
091758	I will come
091759	But
091760	soon,
091761	to you
091762	
091763	if
091764	
091765	the Lord
091766	is willing,
091767	
091768	and I will find out
091769	not
091770	
091771	only the talk
091772	
091773	of these arrogant people,
091774	but
091775	
091776	also their power.
091777	is demonstrated not
091778	For
091779	in
091780	idle talk
091781	
091782	the kingdom
091783	
091784	of God
091785	but
091786	with
091787	power.
091788	What
091789	do you want?
091790	with
091791	a rod
091792	Shall I come
091793	to you
091794	
091795	of discipline or
091796	with
091797	love
091798	a spirit
091799	and
091800	of gentleness?
091801	It is actually
091802	reported
091803	exists among you,
091804	
091805	that sexual immorality
091806	
091807	the kind
091808	of immorality
091809	that
091810	is not permitted even
091811	among
091812	
091813	the Gentiles,
091814	so that
091815	wife.
091816	someone
091817	
091818	with his father’s
091819	is cohabiting
091820	
091821	
091822	proud!
091823	And you are
091824	
091825	Shouldn’t
091826	instead
091827	you have been deeply sorrowful
091828	and
091829	removed
091830	this from
091831	among you?
091832	
091833	
091834	
091835	
091836	
091837	the one who did
091838	
091839	even
091840	For
091841	though I am absent
091842	
091843	physically,
091844	I am present
091845	
091846	
091847	in spirit.
091848	And I have already
091849	judged
091850	just as
091851	though I were present.
091852	
091853	
091854	
091855	the one who did this,
091856	in
091857	
091858	the name
091859	
091860	of our Lord
091861	
091862	Jesus,
091863	When you gather together
091864	
091865	
091866	
091867	and I
091868	am with you in spirit,
091869	along with
091870	
091871	the power
091872	
091873	of our Lord
091874	
091875	Jesus,
091876	hand
091877	
091878	this man over
091879	
091880	to Satan
091881	for
091882	the destruction
091883	
091884	of the flesh,
091885	so that
091886	
091887	his spirit
091888	may be saved
091889	in
091890	
091891	the day
091892	
091893	of the Lord.
091894	is not
091895	good.
091896	
091897	Your boasting
091898	
091899	Don’t
091900	you know
091901	
091902	that a little
091903	yeast
091904	the whole
091905	
091906	batch of dough?
091907	affects
091908	Clean out
091909	
091910	the old
091911	yeast
091912	so that
091913	you may be
091914	a new
091915	batch of dough –
091916	in fact,
091917	you are,
091918	without yeast.
091919	
091920	For
091921	
091922	our Passover lamb,
091923	
091924	has been sacrificed.
091925	Christ,
091926	So then,
091927	let us celebrate the festival,
091928	not
091929	with
091930	yeast,
091931	the old
091932	
091933	with
091934	the yeast
091935	of vice
091936	
091937	and evil,
091938	but
091939	
091940	the bread without yeast,
091941	the bread of sincerity
091942	
091943	and truth.
091944	I wrote you
091945	
091946	in
091947	
091948	my letter
091949	not
091950	to associate with
091951	sexually immoral people.
091952	In no way
091953	
091954	
091955	did I mean the immoral people
091956	
091957	of this world,
091958	
091959	or
091960	
091961	the greedy
091962	and
091963	swindlers
091964	and
091965	idolaters,
091966	since
091967	you would
091968	then
091969	of
091970	
091971	the world.
091972	have to go out
091973	now
091974	But
091975	I am writing to you
091976	
091977	not
091978	to associate with
091979	
091980	anyone
091981	himself a Christian
091982	who calls
091983	who is
091984	sexually immoral,
091985	or
091986	greedy,
091987	or
091988	an idolater,
091989	or
091990	verbally abusive,
091991	or
091992	a drunkard,
091993	or
091994	a swindler.
091995	
091996	such a person.
091997	Do not even
091998	eat with
091999	what
092000	For
092001	
092002	
092003	those outside?
092004	do I have to do with judging
092005	Are you not
092006	
092007	those inside?
092008	
092009	to judge
092010	
092011	But
092012	those outside.
092013	
092014	God
092015	will judge
092016	Remove
092017	
092018	the evil person
092019	from among
092020	you.
092021	
092022	does he dare
092023	When any
092024	
092025	a legal dispute
092026	of you has
092027	with
092028	
092029	another,
092030	go to court
092031	before
092032	
092033	the unrighteous
092034	
092035	rather than
